category,record_index,point_count,hmin,hmax,haverage,vmin,vmax,vaverage,hrange,vrange
plane,326,100,289.19,421.458,330.237,32.2929,50.8437,40.949,132.268,18.5508
plane,327,100,301.316,428.99,340.929,33.3716,52.3382,42.4014,127.674,18.9666
plane,328,100,309.199,435.044,350.34,35.0984,53.7944,44.0875,125.844,18.696
plane,329,100,317.646,445.994,360.4,25.4876,44.7675,35.104,128.348,19.2799
plane,330,100,216.139,344.984,260.043,27.705,44.9809,36.5345,128.845,17.2759
plane,331,100,230.491,358.391,269.754,28.8106,47.042,38.036,127.899,18.2314
plane,332,100,240.589,362.261,280.283,30.9326,48.7389,39.5003,121.672,17.8063
plane,333,100,250.184,381.436,290.444,30.8514,49.8832,40.9265,131.252,19.0318
plane,334,100,259.084,389.505,300.791,33.5354,52.026,42.5901,130.421,18.4906
plane,335,100,268.557,395.668,310.387,34.6262,52.4233,43.9214,127.111,17.7972
plane,336,100,281.29,403.659,319.955,24.9498,43.4568,34.9849,122.368,18.507
plane,337,100,292.217,418.642,330.549,26.6248,44.8972,36.4685,126.426,18.2724
plane,338,100,302.703,426.203,340.385,28.0672,47.7919,37.9129,123.5,19.7247
plane,339,100,310.571,433.558,349.875,29.6248,50.3255,39.6082,122.988,20.7007
plane,340,100,318.427,446.956,359.986,31.912,51.2344,41.1749,128.53,19.3224
plane,341,100,217.802,349.754,260.383,33.4358,51.5536,42.5127,131.953,18.1178
plane,342,100,230.249,357.57,271.051,33.548,53.5993,44.0616,127.321,20.0513
plane,343,100,241.972,366.91,280.492,26.2539,45.371,34.7375,124.937,19.1171
plane,344,100,248.497,376.979,289.803,27.4608,46.49,36.4808,128.482,19.0292
plane,345,100,257.197,385.586,299.755,28.2497,47.8413,38.0307,128.389,19.5916
plane,346,100,269.999,396.191,310.4,30.2572,48.1256,39.5706,126.193,17.8684
plane,347,100,280.066,411.023,319.99,32.7253,50.5102,41.0337,130.956,17.7849
plane,348,100,287.978,413.879,329.95,33.2156,52.6889,42.5607,125.901,19.4733
plane,349,100,299.921,426.21,340.57,35.2157,53.0685,44.0637,126.289,17.8528
plane,350,100,309.71,431.352,350.637,25.7825,43.968,35.0684,121.642,18.1855
plane,351,100,320.856,446.783,359.482,26.647,46.3356,36.7304,125.928,19.6886
plane,352,100,222.468,347.563,260.174,28.9806,49.2733,38.0375,125.095,20.2927
plane,353,100,233.407,357.161,270.549,30.1061,47.9981,39.3594,123.754,17.8921
plane,354,100,240.567,366.183,280.73,31.6858,50.5373,40.9308,125.616,18.8516
plane,355,100,251.09,377.173,290.277,32.5252,51.3287,42.6352,126.083,18.8036
plane,356,100,257.17,383.725,300.61,34.9405,53.182,44.0233,126.555,18.2415
plane,357,100,270.605,391.105,310.195,25.4043,44.0024,35.0351,120.5,18.5981
plane,358,100,279.603,408.605,319.851,26.8361,46.2667,36.589,129.002,19.4307
plane,359,100,283.59,417.863,330.534,28.019,47.3526,37.9746,134.273,19.3337
plane,360,100,301.14,430.515,340.598,29.4125,50.2094,39.4375,129.375,20.7969
plane,361,100,309.977,436.798,350.138,30.5932,50.4618,41.1938,126.821,19.8686
plane,362,100,318.753,451.518,360.464,33.2335,52.4262,42.5497,132.765,19.1927
plane,363,100,219.701,346.787,260.404,33.8746,54.3784,44.0546,127.086,20.5037
plane,364,100,229.679,360.183,270.84,25.8835,44.1612,34.8891,130.504,18.2777
plane,365,100,242.62,370.659,280.324,26.7299,46.7885,36.5435,128.038,20.0586
plane,366,100,251.669,376.751,289.878,28.5502,47.089,37.91,125.082,18.5388
plane,367,100,259.171,384.737,299.749,29.9658,48.3196,39.3712,125.566,18.3539
plane,368,100,270.137,395.647,309.878,31.5298,49.5186,41.019,125.51,17.9888
plane,369,100,280.569,405.925,320.057,33.4224,53.1916,42.5678,125.355,19.7691
plane,370,100,290.337,419.289,330.384,35.3304,53.6335,44.0372,128.952,18.3031
plane,371,100,300.508,426.94,340.621,25.9168,43.8061,35.0383,126.432,17.8894
plane,372,100,309.937,433.592,350.257,27.3992,45.8033,36.5309,123.655,18.4042
plane,373,100,322.994,447.498,360.577,28.9611,47.6059,38.0491,124.503,18.6448
plane,374,100,219.706,349.559,260.354,30.2059,50.0302,39.5549,129.853,19.8243
plane,375,100,227.612,358.943,270.328,31.1822,49.9257,41.0118,131.331,18.7435
plane,376,100,238.789,364.491,279.778,33.1389,52.1678,42.6599,125.702,19.0289
plane,377,100,251.137,376.116,290.05,34.953,53.3231,44.0161,124.979,18.3701
plane,378,100,260.035,383.879,299.97,25.8588,44.1285,34.9779,123.844,18.2696
plane,379,100,271.374,395.152,310.014,26.92,45.763,36.4345,123.778,18.8429
plane,380,100,278.644,406.492,320.87,27.9253,46.885,37.986,127.848,18.9598
plane,381,100,290.092,413.456,330.154,30.5556,48.7612,39.4106,123.364,18.2056
plane,382,100,305,432.036,341.047,32.0866,50.131,41.0132,127.036,18.0444
plane,383,100,307.901,444.252,349.732,33.0852,52.7245,42.3883,136.351,19.6393
plane,384,100,321.864,453.955,359.835,33.9636,53.4026,43.8823,132.091,19.439
plane,385,100,217.381,346.472,260.164,25.1142,44.4204,34.9365,129.09,19.3063
plane,386,100,229.07,361.679,270.225,26.9347,46.6086,36.5144,132.609,19.6738
plane,387,100,241.746,367.736,280.26,29.3109,48.3266,38.1641,125.991,19.0157
plane,388,100,248.888,377.182,290.145,30.5735,49.0056,39.5038,128.294,18.4321
plane,389,100,257.294,388.365,299.405,31.3285,51.4088,40.916,131.072,20.0803
plane,390,100,272.428,395.995,309.935,32.6629,51.5625,42.5073,123.567,18.8996
plane,391,100,280.947,407.565,320.269,34.917,54.7265,43.9504,126.618,19.8096
plane,392,100,285.272,420.372,330.525,26.4389,44.2272,35.1402,135.1,17.7882
plane,393,100,303.56,423.596,339.931,27.0485,46.314,36.6624,120.036,19.2655
plane,394,100,311.13,441.618,351.229,28.5771,48.4632,38.0502,130.489,19.8862
plane,395,100,321.922,449.848,360.034,29.1216,48.0699,39.3575,127.926,18.9484
plane,396,100,218.297,353.579,261.344,31.9303,50.8538,41.0194,135.282,18.9235
plane,397,100,231.875,360.572,270.506,33.6887,51.7169,42.5153,128.697,18.0282
plane,398,100,239.985,364.099,279.929,35.0902,54.1119,43.969,124.114,19.0217
plane,399,100,250.963,387.237,290.052,26.0581,44.7621,35.0884,136.274,18.704
plane,400,100,261.546,383.418,300.288,26.1466,46.2721,36.4274,121.872,20.1255
plane,401,100,267.682,401.895,310.519,28.3439,47.744,38.0271,134.213,19.4001
plane,402,100,279.185,407.765,320.189,30.1028,48.4526,39.5341,128.58,18.3498
plane,403,100,289.048,423.82,330.205,31.1882,51.2023,40.9991,134.772,20.0142
plane,404,100,300.046,428.141,339.408,33.0207,53.799,42.5938,128.095,20.7784
plane,405,100,308.837,441.043,349.751,34.8685,53.188,43.8585,132.206,18.3196
plane,406,100,314.072,448.718,360.329,25.1364,44.7874,34.9766,134.646,19.651
plane,407,100,219.412,349.251,260.336,26.7834,46.4218,36.5739,129.84,19.6384
plane,408,100,233.17,356.943,269.724,28.6667,47.2943,38.112,123.773,18.6276
plane,409,100,239.856,364.496,280.235,29.935,49.2744,39.3232,124.64,19.3394
plane,410,100,249.496,382.416,290.299,32.0835,50.1422,41.014,132.92,18.0587
plane,411,100,261.022,388.427,300.118,32.9474,51.8558,42.3518,127.404,18.9085
plane,412,100,266.501,401.32,310.143,35.2848,53.5434,44.0537,134.818,18.2586
plane,413,100,281.376,413.072,319.945,25.2244,43.4525,34.9087,131.696,18.2282
plane,414,100,288.937,419.7,330.803,26.9679,46.3961,36.4599,130.763,19.4282
plane,415,100,296.185,427.959,340.388,28.3447,48.1551,38.13,131.774,19.8104
plane,416,100,311.03,439.189,351.018,30.7293,48.849,39.6056,128.159,18.1197
plane,417,100,318.542,444.388,359.694,31.4587,49.9675,40.9499,125.846,18.5088
plane,418,100,216.854,344.747,259.659,33.3833,52.2781,42.4924,127.893,18.8948
plane,419,100,232.491,358.8,270.877,33.6299,52.6181,43.9871,126.309,18.9882
plane,420,100,241.712,368.324,280.59,25.1789,45.4719,34.8246,126.612,20.293
plane,421,100,248.039,374.385,290.048,27.2694,45.6479,36.581,126.347,18.3784
plane,422,100,260.409,391.238,300.58,29.169,46.8922,37.8244,130.828,17.7232
plane,423,100,273.397,394.704,310.103,30.2867,48.6339,39.3686,121.306,18.3473
plane,424,100,277.88,405.996,320.635,31.4996,51.3311,40.9315,128.117,19.8315
plane,425,100,289.33,415.462,330.127,32.9258,52.9546,42.4471,126.132,20.0287
plane,426,100,302.787,427.266,340.462,34.3553,53.3252,44.0944,124.479,18.9699
plane,427,100,311.453,434.498,350.425,25.7719,44.7263,34.9306,123.045,18.9543
plane,428,100,318.036,447.405,360.425,27.1719,46.0447,36.4973,129.369,18.8728
plane,429,100,221.689,353.662,260.604,28.4502,47.0832,38.0688,131.973,18.6329
plane,430,100,230.676,359.149,270.25,29.4802,48.0822,39.5203,128.473,18.602
plane,431,100,240.829,367.367,280.514,32.2581,50.0085,41.0339,126.538,17.7504
plane,432,100,250.517,372.921,289.658,33.319,52.4421,42.6495,122.404,19.1231
plane,433,100,260.402,390.59,300.253,35.0117,53.2057,44.0619,130.188,18.194
plane,434,100,272.191,400.46,310.52,24.995,45.7759,35.0615,128.269,20.7809
plane,435,100,284.087,407.318,320.762,26.3645,45.5568,36.4939,123.23,19.1922
plane,436,100,289.95,415.965,330.235,27.5838,48.1621,38.0772,126.015,20.5783
plane,437,100,299.813,424.11,339.847,28.1079,48.8391,39.3923,124.298,20.7313
plane,438,100,307.114,438.238,350.24,32.2984,50.0186,41.0096,131.125,17.7202
plane,439,100,319.897,455.524,360.254,32.0918,51.7653,42.3823,135.627,19.6735
plane,440,100,218.507,351.032,260.148,33.9494,52.7397,44.0674,132.525,18.7903
plane,441,100,230.944,358.887,270.929,26.3479,44.5219,34.8601,127.942,18.1739
plane,442,100,240.236,365.846,280.326,27.6561,45.7584,36.4945,125.61,18.1023
plane,443,100,249.906,371.785,290.666,29.1146,47.1678,37.6986,121.879,18.0531
plane,444,100,260.047,385.461,300.532,28.9004,49.12,39.4476,125.414,20.2196
plane,445,100,272.678,396.634,310.773,31.8542,49.9546,41.0633,123.957,18.1004
plane,446,100,281.999,406.971,320.359,33.041,51.6218,42.6506,124.971,18.5808
plane,447,100,286.679,419.653,330.612,35.0492,53.8589,44.2683,132.974,18.8096
plane,448,100,298.397,426.583,340.761,24.4686,45.1386,34.9555,128.185,20.67
plane,449,100,311.963,435.809,350.36,25.4306,45.6259,36.4761,123.846,20.1954
plane,450,100,320.858,449.909,360.462,28.0306,47.4071,37.9536,129.051,19.3765
plane,451,100,218.274,345.015,260.504,29.4818,49.5891,39.4854,126.74,20.1073
plane,452,100,230.284,358.415,270.235,31.5595,50.9799,40.9061,128.131,19.4204
plane,453,100,234.629,370.012,280.821,32.5587,51.5734,42.542,135.383,19.0147
plane,454,100,252.566,375.068,289.86,34.5995,54.5591,44.1021,122.502,19.9596
plane,455,100,256.958,387.139,300.267,25.0228,44.2782,35.1011,130.181,19.2554
plane,456,100,271.351,393.067,310.517,26.9704,45.7738,36.5178,121.716,18.8034
plane,457,100,281.447,406.362,319.756,28.6575,48.3103,37.9744,124.914,19.6528
plane,458,100,291.171,420.828,330.653,30.2388,47.6237,39.3188,129.656,17.3849
plane,459,100,294.908,430.551,339.936,31.9252,50.1944,40.8799,135.643,18.2692
plane,460,100,311.574,439.616,349.902,33.6122,51.2661,42.5256,128.041,17.6539
plane,461,100,318.657,450.811,360.126,33.8623,54.1306,43.9278,132.154,20.2683
plane,462,100,222.232,350.183,260.608,26.2121,44.792,35.0965,127.951,18.5799
plane,463,100,227.857,356.103,270.735,27.1398,45.9754,36.6511,128.246,18.8357
plane,464,100,240.33,363.31,280.205,29.1192,47.3432,37.9282,122.98,18.224
plane,465,100,248.689,375.108,289.729,30.4591,49.6942,39.5508,126.419,19.2351
plane,466,100,260.585,390.391,299.468,31.5739,50.4395,40.8817,129.806,18.8656
plane,467,100,269.309,395.714,310.485,33.0719,52.9128,42.5446,126.404,19.8408
plane,468,100,275.348,407.632,320.507,35.5951,52.9897,44.0745,132.285,17.3946
plane,469,100,290.577,419.867,330.992,24.9896,45.2278,34.9591,129.29,20.2381
plane,470,100,301.057,425.685,339.964,25.911,46.3308,36.5145,124.627,20.4198
plane,471,100,312.617,436.516,350.61,28.4708,47.3367,38.0043,123.899,18.8659
plane,472,100,321.925,443.581,360.258,30.3218,48.7215,39.4367,121.656,18.3997
plane,473,100,217.911,345.69,259.742,30.7169,49.5812,40.8277,127.779,18.8644
plane,474,100,231.746,354.743,270.086,33.375,51.0226,42.473,122.997,17.6476
plane,475,100,240.451,369.471,280.874,33.7783,53.6255,44.0234,129.02,19.8473
plane,476,100,249.123,375.39,290.462,25.499,44.6456,35.0833,126.267,19.1467
plane,477,100,262.326,390.424,300.139,25.3285,46.2688,36.3366,128.098,20.9403
plane,478,100,268.326,400.491,309.735,29.2912,47.4524,37.914,132.164,18.1612
plane,479,100,280.116,407.812,320.282,30.2855,48.4491,39.3799,127.697,18.1636
plane,480,100,288.248,416.495,330.249,31.6124,50.6917,41.0001,128.247,19.0792
plane,481,100,300.431,427.323,339.995,31.6816,51.4909,42.3608,126.892,19.8093
plane,482,100,310.714,438.855,350.447,34.1051,54.3368,44.1976,128.141,20.2317
plane,483,100,317.226,443.916,360.146,25.4834,44.8296,35.0771,126.689,19.3462
plane,484,100,219.291,348.075,259.812,26.6983,45.9821,36.4405,128.784,19.2838
plane,485,100,227.729,359.595,269.553,28.4316,47.0083,37.8322,131.866,18.5767
plane,486,100,236.953,375.096,279.962,29.4523,49.037,39.3924,138.143,19.5847
plane,487,100,244.754,377.842,289.797,31.9189,50.0716,40.9254,133.088,18.1527
plane,488,100,261.419,388.703,299.781,33.2888,51.4705,42.5767,127.284,18.1818
plane,489,100,269.608,399.843,310.529,35.1125,52.952,43.9986,130.236,17.8395
plane,490,100,280.016,408.288,319.966,25.489,43.7735,34.8511,128.272,18.2845
plane,491,100,291.996,425.187,330.514,27.2201,46.2452,36.6383,133.191,19.0251
plane,492,100,300.013,430.267,340.567,29.193,47.8366,38.0495,130.253,18.6437
plane,493,100,312.5,437.663,350.3,30.0858,50.1853,39.44,125.163,20.0995
plane,494,100,316.24,451.463,360.066,30.8877,50.0005,41.2131,135.223,19.1128
plane,495,100,219.383,345.178,259.779,32.6964,51.478,42.4427,125.795,18.7815
plane,496,100,231.326,359.382,270.397,34.5375,54.5151,44.0806,128.056,19.9776
plane,497,100,239.333,368.275,280.124,26.3405,45.6499,35.2002,128.942,19.3093
plane,498,100,249.095,375.317,290.311,26.7109,45.4439,36.2095,126.223,18.733
plane,499,100,259.249,388.74,300.495,28.8307,47.1515,37.9033,129.491,18.3208
plane,500,100,269.376,402.169,310.404,30.3228,48.9709,39.6061,132.793,18.6481
plane,501,100,281.925,408.19,320.449,30.7774,49.9591,40.912,126.265,19.1817
plane,502,100,288.357,417.352,329.998,33.3789,52.5526,42.5751,128.996,19.1737
plane,503,100,300.27,424.581,339.951,33.7171,53.7272,43.949,124.311,20.0101
plane,504,100,305.434,436.522,349.501,25.0395,43.9534,34.7738,131.088,18.9138
plane,505,100,320.046,448.168,359.774,27.6815,45.4482,36.5648,128.121,17.7667
plane,506,100,219.144,344.877,259.796,28.1231,47.1901,38.1333,125.733,19.0671
plane,507,100,230.322,356.05,270.625,30.4894,48.9894,39.5297,125.729,18.5
plane,508,100,240.205,370.856,280.389,30.7443,50.195,40.9473,130.651,19.4506
plane,509,100,250.857,380.896,290.139,33.5953,52.5826,42.5328,130.04,18.9873
plane,510,100,261.696,384.81,300.84,34.1744,53.8269,43.9592,123.114,19.6525
plane,511,100,267.683,395.611,310.483,25.7673,44.16,34.9286,127.929,18.3927
plane,512,100,280.942,404.783,320.935,27.1731,45.3628,36.5173,123.841,18.1897
plane,513,100,288.201,420.812,330.566,28.884,47.3073,38.0842,132.611,18.4233
plane,514,100,299.172,427.76,339.6,30.7166,48.1349,39.5997,128.588,17.4183
plane,515,100,312.167,439.028,351.063,32.0491,50.078,40.8858,126.86,18.0289
plane,516,100,323.426,448.007,359.902,33.2678,51.7849,42.3842,124.582,18.5171
plane,517,100,218.322,350.769,260.42,34.5673,53.9971,44.0259,132.447,19.4299
plane,518,100,228.669,359.265,270.027,25.8614,45.6187,34.964,130.595,19.7572
plane,519,100,240.54,365.163,280.44,27.0802,46.2053,36.5549,124.622,19.1251
plane,520,100,248.568,378.334,290.401,28.6429,47.701,38.0534,129.766,19.0581
plane,521,100,253.847,392.055,300.203,29.3386,49.754,39.6188,138.208,20.4154
plane,522,100,266.261,398.341,309.707,31.2562,50.4524,40.9898,132.08,19.1962
plane,523,100,279.435,410.426,320.66,32.8607,52.4205,42.6085,130.991,19.5598
plane,524,100,288.18,414.037,330.008,34.4919,53.2148,44.0014,125.857,18.7228
plane,525,100,299.222,428.59,340.312,25.2849,44.1553,34.8453,129.368,18.8704
plane,526,100,308.798,435.895,350.222,26.8007,47.1555,36.5741,127.097,20.3548
plane,527,100,320.305,449.699,360.17,28.7529,47.7044,38.0442,129.394,18.9515
plane,528,100,219.624,347.621,260.746,29.6788,49.0893,39.3209,127.997,19.4105
plane,529,100,230.488,363.151,269.998,31.6627,50.4704,41.0357,132.663,18.8077
plane,530,100,244.157,364.444,280.331,33.6569,52.0813,42.6021,120.287,18.4243
plane,531,100,248.05,376.151,290.432,35.496,54.6438,44.0269,128.101,19.1478
plane,532,100,260.311,395.924,299.898,25.6275,45.5195,35.0218,135.613,19.892
plane,533,100,265.04,395.858,310.064,26.563,45.9292,36.5765,130.818,19.3661
plane,534,100,279.82,404.824,319.849,29.2351,47.9039,37.9832,125.004,18.6688
plane,535,100,291.575,419.822,330.773,28.6346,48.4867,39.6338,128.247,19.8522
plane,536,100,300.528,425.059,340.547,30.5516,50.0885,40.997,124.531,19.5369
plane,537,100,309.557,439.065,350.089,32.6903,52.874,42.534,129.507,20.1837
plane,538,100,317.381,448.679,360.253,34.5707,53.6482,43.9805,131.298,19.0775
plane,539,100,222.06,347.117,260.699,25.603,44.558,34.965,125.057,18.955
plane,540,100,230.206,353.38,269.096,27.0763,47.719,36.6313,123.174,20.6426
plane,541,100,240.258,372.59,280.305,28.0686,46.8034,37.9713,132.332,18.7348
plane,542,100,248.44,375.208,290.162,30.1196,49.7055,39.435,126.769,19.586
plane,543,100,262.301,390.171,300.155,31.0651,50.1476,40.8638,127.87,19.0824
plane,544,100,268.65,394.7,310.288,33.1936,52.3513,42.3959,126.049,19.1577
plane,545,100,281.33,406.406,320.075,34.7189,54.1717,43.8757,125.076,19.4529
plane,546,100,285.775,413.63,330.123,24.6829,45.43,35.0873,127.855,20.7471
plane,547,100,299.622,425.026,340.041,27.475,45.404,36.4447,125.404,17.929
plane,548,100,309.638,437.357,349.791,29.1708,47.2785,38.0843,127.72,18.1077
plane,549,100,320.804,449.437,360.991,30.3187,49.6332,39.5927,128.633,19.3145
plane,550,100,220.324,349.132,260.213,31.5832,51.5871,40.9984,128.808,20.0038
plane,551,100,231.12,356.067,270.165,33.2175,52.1494,42.6374,124.946,18.932
plane,552,100,239.491,365.658,279.633,34.413,53.1129,43.8951,126.167,18.6998
plane,553,100,247.433,376.894,290.402,24.7103,45.3632,34.9114,129.461,20.653
plane,554,100,258.393,389.442,299.994,27.2339,45.8138,36.6159,131.049,18.58
plane,555,100,268.04,399.688,309.84,28.7242,47.4492,37.9719,131.649,18.725
plane,556,100,275.909,405.563,320.379,30.4807,48.6797,39.5767,129.654,18.199
plane,557,100,287.844,418.926,330.338,32.4472,50.4495,41.0816,131.082,18.0023
plane,558,100,301.457,428.894,340.193,32.7027,52.4097,42.5621,127.437,19.707
plane,559,100,309.18,436.347,350.287,34.6297,53.8445,43.9937,127.167,19.2148
plane,560,100,318.723,444.762,360.02,25.2482,44.348,34.9669,126.039,19.0998
plane,561,100,219.027,350.228,260.093,27.6947,46.0115,36.4765,131.201,18.3168
plane,562,100,231.605,359.984,270.673,28.0884,47.2773,38.0542,128.379,19.1888
plane,563,100,239.082,367.179,279.633,29.8895,48.5768,39.4413,128.098,18.6873
plane,564,100,252.916,380.81,290.764,30.5067,50.6333,41.0907,127.894,20.1266
plane,565,100,262.697,386.872,299.911,33.2268,51.5164,42.4247,124.174,18.2897
plane,566,100,269.958,392.798,309.468,34.2078,55.5558,43.9229,122.84,21.348
plane,567,100,279.898,405.385,320.733,25.6248,44.298,35.0705,125.487,18.6732
plane,568,100,291.757,416.337,330.442,26.6828,45.7341,36.6126,124.58,19.0513
plane,569,100,299.391,428.575,340.189,29.2834,47.282,37.9813,129.184,17.9986
plane,570,100,309.102,435.875,350.169,30.0716,48.6961,39.5155,126.772,18.6246
plane,571,100,321.419,444.074,360.711,32.5738,49.9466,41.1997,122.655,17.3729
plane,572,100,221.093,350.879,260.86,33.6884,52.2366,42.4906,129.786,18.5482
plane,573,100,232.24,354.885,270.326,34.2831,52.6108,44.0751,122.645,18.3277
plane,574,100,238.524,366.674,280.29,26.1699,44.9817,34.7861,128.15,18.8118
plane,575,100,251.138,379.221,290.283,25.5164,46.9744,36.5959,128.083,21.458
plane,576,100,261.174,388.607,299.945,29.7594,47.0888,38.0311,127.432,17.3294
plane,577,100,270.899,400.722,310.101,29.6704,48.7858,39.5642,129.824,19.1154
plane,578,100,281.964,411.494,320.41,31.2122,50.3261,41.0351,129.53,19.1139
plane,579,100,290.511,419.254,330.5,32.1908,53.2508,42.5976,128.742,21.06
plane,580,100,300.287,429.286,340.59,34.5887,52.9566,44.0647,128.999,18.3679
plane,581,100,309.879,438.061,350.729,26.1393,44.6328,35.006,128.182,18.4936
plane,582,100,319.94,441.713,359.825,26.2622,46.2249,36.409,121.773,19.9626
plane,583,100,221.716,349.609,260.759,28.5001,47.5958,38.0169,127.893,19.0957
plane,584,100,229.38,357.698,269.998,30.1614,49.9448,39.6035,128.318,19.7833
